filename,width,height,class,xmin,ymin,xmax,ymax
0_image_13500.png,1280,720,nonParcel,941,307,1057,401
0_image_13500.png,1280,720,parcel,577,68,632,85
0_image_13500.png,1280,720,parcel,572,45,628,64
0_image_13725.png,1280,720,parcel,508,380,732,521
0_image_13725.png,1280,720,parcel,554,332,790,430
0_image_13725.png,1280,720,parcel,555,166,681,217
0_image_13725.png,1280,720,parcel,546,90,679,144
0_image_13725.png,1280,720,parcel,563,72,674,94
0_image_13725.png,1280,720,parcel,561,50,632,67
0_image_13950.png,1280,720,parcel,409,468,711,662
0_image_13950.png,1280,720,parcel,504,411,768,493
0_image_13950.png,1280,720,parcel,552,323,769,414
0_image_13950.png,1280,720,parcel,550,167,669,206
0_image_13950.png,1280,720,parcel,574,140,687,170
0_image_13950.png,1280,720,parcel,570,118,646,141
0_image_13950.png,1280,720,parcel,554,84,670,131
0_image_13950.png,1280,720,parcel,565,58,641,81
0_image_14175.png,1280,720,parcel,556,286,746,377
0_image_14175.png,1280,720,parcel,561,234,742,284
0_image_14175.png,1280,720,parcel,593,194,704,227
0_image_14175.png,1280,720,parcel,587,143,674,181
0_image_14175.png,1280,720,parcel,590,126,655,143
0_image_14175.png,1280,720,parcel,590,99,650,125
0_image_14175.png,1280,720,parcel,558,80,650,98
0_image_14175.png,1280,720,parcel,569,62,617,76
0_image_14175.png,1280,720,parcel,573,40,615,59
0_image_14400.png,1280,720,parcel,525,393,761,499
0_image_14400.png,1280,720,parcel,514,143,737,245
0_image_14400.png,1280,720,parcel,542,89,661,126
0_image_14400.png,1280,720,parcel,550,68,650,91
0_image_14400.png,1280,720,parcel,569,45,625,59
0_image_14625.png,1280,720,parcel,546,291,751,368
0_image_14625.png,1280,720,parcel,546,213,711,275
0_image_14625.png,1280,720,parcel,579,103,654,161
0_image_14625.png,1280,720,parcel,560,79,659,135
0_image_14625.png,1280,720,parcel,582,164,656,197
0_image_14625.png,1280,720,parcel,286,217,415,276
0_image_14625.png,1280,720,nonParcel,410,152,478,197
0_image_14625.png,1280,720,nonParcel,940,264,1001,377
0_image_14625.png,1280,720,parcel,572,57,619,73
0_image_14850.png,1280,720,parcel,427,307,817,500
0_image_14850.png,1280,720,parcel,514,223,770,297
0_image_14850.png,1280,720,parcel,549,131,708,221
0_image_14850.png,1280,720,parcel,575,114,679,143
0_image_14850.png,1280,720,parcel,552,76,660,113
0_image_14850.png,1280,720,parcel,577,54,628,79
0_image_15075.png,1280,720,parcel,490,334,850,467
0_image_15075.png,1280,720,parcel,567,145,723,240
0_image_15075.png,1280,720,parcel,546,104,674,158
0_image_15075.png,1280,720,parcel,550,62,651,106
0_image_15075.png,1280,720,parcel,568,44,623,61
0_image_15300.png,1280,720,parcel,414,543,670,632
0_image_15300.png,1280,720,parcel,643,431,891,529
0_image_15300.png,1280,720,parcel,560,190,691,230
0_image_15300.png,1280,720,parcel,582,162,667,194
0_image_15300.png,1280,720,parcel,547,106,688,166
0_image_15300.png,1280,720,parcel,543,77,640,106
0_image_15300.png,1280,720,parcel,579,58,631,73
0_image_15525.png,1280,720,parcel,531,388,741,467
0_image_15525.png,1280,720,parcel,509,234,811,356
0_image_15525.png,1280,720,parcel,590,131,646,150
0_image_15525.png,1280,720,parcel,554,104,682,135
0_image_15525.png,1280,720,parcel,552,63,651,104
0_image_15525.png,1280,720,parcel,577,36,633,61
0_image_1575.png,1280,720,parcel,537,362,729,517
0_image_1575.png,1280,720,parcel,555,298,764,347
0_image_1575.png,1280,720,parcel,572,175,673,209
0_image_1575.png,1280,720,parcel,586,126,669,171
0_image_1575.png,1280,720,parcel,579,102,650,139
0_image_1575.png,1280,720,nonParcel,393,176,465,223
0_image_1575.png,1280,720,nonParcel,933,257,997,381
0_image_1575.png,1280,720,parcel,578,70,628,89
0_image_1575.png,1280,720,parcel,577,54,618,71
0_image_15750.png,1280,720,parcel,223,514,727,704
0_image_15750.png,1280,720,parcel,418,353,818,526
0_image_15750.png,1280,720,parcel,529,235,769,311
0_image_15750.png,1280,720,parcel,554,162,691,209
0_image_15750.png,1280,720,parcel,564,112,655,134
0_image_15750.png,1280,720,parcel,555,49,656,106
0_image_15975.png,1280,720,parcel,527,189,808,336
0_image_15975.png,1280,720,parcel,574,127,658,149
0_image_15975.png,1280,720,parcel,567,104,651,135
0_image_15975.png,1280,720,parcel,568,79,659,111
0_image_15975.png,1280,720,parcel,573,44,618,75
0_image_16200.png,1280,720,parcel,341,513,688,681
0_image_16200.png,1280,720,parcel,495,281,809,349
0_image_16200.png,1280,720,parcel,541,203,737,295
0_image_16200.png,1280,720,parcel,572,102,651,130
0_image_16200.png,1280,720,parcel,564,61,633,98
0_image_16425.png,1280,720,parcel,456,477,724,598
0_image_16425.png,1280,720,parcel,559,113,675,162
0_image_16425.png,1280,720,parcel,577,85,636,106
0_image_16425.png,1280,720,parcel,581,53,617,70
0_image_16650.png,1280,720,parcel,546,171,687,213
0_image_16650.png,1280,720,parcel,551,97,658,143
0_image_16650.png,1280,720,parcel,234,476,654,718
0_image_16650.png,1280,720,nonParcel,405,167,468,229
0_image_16650.png,1280,720,nonParcel,934,256,1000,394
0_image_16650.png,1280,720,parcel,581,68,622,85
0_image_16650.png,1280,720,parcel,582,43,610,64
0_image_16875.png,1280,720,parcel,563,259,745,341
0_image_16875.png,1280,720,parcel,544,169,744,267
0_image_16875.png,1280,720,parcel,569,99,643,134
0_image_16875.png,1280,720,parcel,565,49,634,72
0_image_16875.png,1280,720,parcel,574,77,638,95
0_image_16875.png,1280,720,parcel,579,21,610,47
0_image_17100.png,1280,720,parcel,402,418,756,580
0_image_17100.png,1280,720,parcel,567,117,690,188
0_image_17100.png,1280,720,parcel,536,31,651,89
0_image_17325.png,1280,720,parcel,627,311,781,393
0_image_17325.png,1280,720,parcel,556,244,663,290
0_image_17325.png,1280,720,parcel,559,140,661,163
0_image_17325.png,1280,720,parcel,590,120,658,138
0_image_17325.png,1280,720,parcel,569,95,658,129
0_image_17325.png,1280,720,parcel,551,67,645,93
0_image_17325.png,1280,720,parcel,563,25,637,71
0_image_17550.png,1280,720,parcel,445,343,720,547
0_image_17550.png,1280,720,parcel,560,282,759,385
0_image_17550.png,1280,720,parcel,542,97,736,214
0_image_17550.png,1280,720,parcel,575,71,624,91
0_image_17775.png,1280,720,parcel,496,382,738,514
0_image_17775.png,1280,720,parcel,547,309,761,408
0_image_17775.png,1280,720,parcel,570,111,667,144
0_image_17775.png,1280,720,parcel,560,57,638,97
0_image_17775.png,1280,720,nonParcel,410,156,470,222
0_image_17775.png,1280,720,nonParcel,929,261,1001,377
0_image_17775.png,1280,720,parcel,567,38,624,57
0_image_1800.png,1280,720,parcel,506,249,801,461
0_image_1800.png,1280,720,parcel,547,188,695,245
0_image_1800.png,1280,720,parcel,577,131,677,190
0_image_1800.png,1280,720,parcel,578,93,654,132
0_image_1800.png,1280,720,parcel,564,63,642,98
0_image_1800.png,1280,720,parcel,573,45,615,63
0_image_18000.png,1280,720,parcel,387,393,714,584
0_image_18000.png,1280,720,parcel,536,241,729,322
0_image_18000.png,1280,720,parcel,591,173,673,203
0_image_18000.png,1280,720,parcel,583,139,672,177
0_image_18000.png,1280,720,parcel,552,118,700,154
0_image_18000.png,1280,720,parcel,529,89,690,126
0_image_18000.png,1280,720,parcel,574,58,625,82
0_image_18225.png,1280,720,parcel,575,153,672,217
0_image_18225.png,1280,720,parcel,572,129,691,180
0_image_18225.png,1280,720,parcel,573,97,652,130
0_image_18225.png,1280,720,parcel,565,76,649,98
0_image_18225.png,1280,720,parcel,584,56,628,71
0_image_18450.png,1280,720,parcel,400,462,745,631
0_image_18450.png,1280,720,parcel,568,223,755,393
0_image_18450.png,1280,720,parcel,588,186,700,222
0_image_18450.png,1280,720,parcel,506,127,732,173
0_image_18450.png,1280,720,parcel,569,107,646,132
0_image_18450.png,1280,720,parcel,570,79,623,94
0_image_18450.png,1280,720,parcel,582,54,633,82
0_image_18675.png,1280,720,parcel,574,158,688,212
0_image_18675.png,1280,720,parcel,574,122,664,157
0_image_18675.png,1280,720,parcel,578,99,652,120
0_image_18675.png,1280,720,parcel,575,76,634,98
0_image_18675.png,1280,720,nonParcel,409,157,483,203
0_image_18675.png,1280,720,nonParcel,931,266,1005,390
0_image_18675.png,1280,720,parcel,579,52,619,68
0_image_18900.png,1280,720,parcel,560,539,879,673
0_image_18900.png,1280,720,parcel,522,341,752,476
0_image_18900.png,1280,720,parcel,604,248,732,332
0_image_18900.png,1280,720,parcel,609,204,711,236
0_image_18900.png,1280,720,parcel,577,153,683,199
0_image_18900.png,1280,720,parcel,554,113,681,147
0_image_18900.png,1280,720,parcel,583,99,647,117
0_image_18900.png,1280,720,parcel,584,79,641,99
0_image_19125.png,1280,720,parcel,411,449,693,532
0_image_19125.png,1280,720,parcel,509,171,806,429
0_image_19125.png,1280,720,parcel,578,94,642,135
0_image_19125.png,1280,720,parcel,574,70,638,90
0_image_19125.png,1280,720,parcel,577,57,640,70
0_image_19350.png,1280,720,parcel,527,206,749,332
0_image_19350.png,1280,720,parcel,559,159,717,200
0_image_19350.png,1280,720,parcel,564,120,661,153
0_image_19350.png,1280,720,parcel,558,84,660,135
0_image_19350.png,1280,720,parcel,575,44,615,68
0_image_19575.png,1280,720,parcel,478,403,742,554
0_image_19575.png,1280,720,parcel,563,180,693,241
0_image_19575.png,1280,720,parcel,567,162,638,194
0_image_19575.png,1280,720,parcel,558,123,655,162
0_image_19575.png,1280,720,parcel,574,98,647,122
0_image_19575.png,1280,720,parcel,575,73,634,98
0_image_19575.png,1280,720,parcel,560,39,636,77
0_image_19800.png,1280,720,parcel,527,318,737,398
0_image_19800.png,1280,720,parcel,565,252,728,338
0_image_19800.png,1280,720,parcel,581,145,690,166
0_image_19800.png,1280,720,parcel,568,113,646,139
0_image_19800.png,1280,720,nonParcel,414,157,452,226
0_image_19800.png,1280,720,nonParcel,927,257,987,362
0_image_19800.png,1280,720,parcel,578,56,625,82
0_image_19800.png,1280,720,parcel,579,84,638,109
0_image_20025.png,1280,720,parcel,354,530,700,681
0_image_20025.png,1280,720,parcel,556,320,775,447
0_image_20025.png,1280,720,parcel,517,203,777,298
0_image_20025.png,1280,720,parcel,573,164,681,208
0_image_20025.png,1280,720,parcel,573,131,670,166
0_image_20025.png,1280,720,parcel,551,111,688,145
0_image_20025.png,1280,720,parcel,582,81,650,106
0_image_20025.png,1280,720,parcel,574,59,619,79
0_image_20025.png,1280,720,parcel,565,35,619,56
0_image_2025.png,1280,720,parcel,340,490,731,657
0_image_2025.png,1280,720,parcel,546,320,761,412
0_image_2025.png,1280,720,parcel,584,258,765,308
0_image_2025.png,1280,720,parcel,543,200,699,263
0_image_2025.png,1280,720,parcel,560,161,719,230
0_image_2025.png,1280,720,parcel,564,70,664,148
0_image_2025.png,1280,720,parcel,570,56,609,70
0_image_20250.png,1280,720,parcel,428,308,827,494
0_image_20250.png,1280,720,parcel,522,172,741,245
0_image_20250.png,1280,720,parcel,531,139,711,173
0_image_20250.png,1280,720,parcel,569,112,651,140
0_image_20250.png,1280,720,parcel,560,67,659,109
0_image_20250.png,1280,720,parcel,604,286,711,320
0_image_20250.png,1280,720,parcel,569,50,636,73
0_image_20475.png,1280,720,parcel,511,344,737,470
0_image_20475.png,1280,720,parcel,587,230,718,281
0_image_20475.png,1280,720,parcel,586,185,679,238
0_image_20475.png,1280,720,parcel,541,95,695,168
0_image_20475.png,1280,720,parcel,577,72,634,93
0_image_20475.png,1280,720,parcel,570,54,622,72
0_image_20700.png,1280,720,parcel,481,459,693,521
0_image_20700.png,1280,720,parcel,579,316,774,436
0_image_20700.png,1280,720,parcel,561,252,755,309
0_image_20700.png,1280,720,parcel,575,148,682,193
0_image_20700.png,1280,720,parcel,550,49,655,122
0_image_20700.png,1280,720,nonParcel,399,172,475,213
0_image_20700.png,1280,720,nonParcel,918,253,997,375
0_image_20925.png,1280,720,parcel,388,432,706,608
0_image_20925.png,1280,720,parcel,532,140,693,184
0_image_20925.png,1280,720,parcel,564,120,651,136
0_image_20925.png,1280,720,parcel,563,85,632,108
0_image_20925.png,1280,720,parcel,525,70,661,99
0_image_20925.png,1280,720,parcel,554,35,634,72
0_image_21150.png,1280,720,parcel,574,198,715,268
0_image_21150.png,1280,720,parcel,546,144,742,229
0_image_21150.png,1280,720,parcel,570,80,640,123
0_image_21150.png,1280,720,parcel,560,59,649,80
0_image_21150.png,1280,720,parcel,569,32,638,56
0_image_21375.png,1280,720,parcel,578,279,769,382
0_image_21375.png,1280,720,parcel,536,180,722,288
0_image_21375.png,1280,720,parcel,583,148,682,189
0_image_21375.png,1280,720,parcel,549,113,695,149
0_image_21375.png,1280,720,parcel,543,98,686,116
0_image_21375.png,1280,720,parcel,581,81,637,94
0_image_21375.png,1280,720,parcel,568,59,632,77
0_image_21600.png,1280,720,parcel,395,558,665,661
0_image_21600.png,1280,720,parcel,495,375,742,509
0_image_21600.png,1280,720,parcel,582,226,724,299
0_image_21600.png,1280,720,parcel,582,197,697,231
0_image_21600.png,1280,720,parcel,579,154,661,175
0_image_21600.png,1280,720,parcel,575,100,663,149
0_image_21600.png,1280,720,parcel,552,73,646,107
0_image_21600.png,1280,720,parcel,570,49,617,67
0_image_21825.png,1280,720,parcel,382,435,711,613
0_image_21825.png,1280,720,parcel,563,285,742,321
0_image_21825.png,1280,720,parcel,561,177,705,243
0_image_21825.png,1280,720,parcel,558,88,650,123
0_image_21825.png,1280,720,parcel,543,47,667,109
0_image_21825.png,1280,720,nonParcel,405,161,484,211
0_image_21825.png,1280,720,nonParcel,932,266,1002,375
0_image_22050.png,1280,720,parcel,556,166,672,271
0_image_22050.png,1280,720,parcel,579,122,656,147
0_image_22050.png,1280,720,parcel,563,156,654,182
0_image_22050.png,1280,720,parcel,573,86,651,123
0_image_22050.png,1280,720,parcel,573,68,623,85
0_image_22050.png,1280,720,parcel,579,41,617,63
0_image_22275.png,1280,720,parcel,345,352,792,600
0_image_22275.png,1280,720,parcel,563,257,697,348
0_image_22275.png,1280,720,parcel,575,229,681,266
0_image_22275.png,1280,720,parcel,542,98,686,158
0_image_22275.png,1280,720,parcel,582,76,638,99
0_image_22275.png,1280,720,parcel,587,62,624,77
0_image_22275.png,1280,720,parcel,565,22,620,56
0_image_225.png,1280,720,parcel,438,481,684,632
0_image_225.png,1280,720,parcel,551,329,788,409
0_image_225.png,1280,720,parcel,591,280,736,344
0_image_225.png,1280,720,parcel,554,191,699,245
0_image_225.png,1280,720,parcel,570,156,677,212
0_image_225.png,1280,720,parcel,572,130,654,161
0_image_225.png,1280,720,parcel,575,97,696,141
0_image_225.png,1280,720,parcel,578,68,609,82
0_image_225.png,1280,720,parcel,577,32,620,48
0_image_2250.png,1280,720,parcel,541,286,763,362
0_image_2250.png,1280,720,parcel,588,186,708,252
0_image_2250.png,1280,720,parcel,558,159,696,207
0_image_2250.png,1280,720,parcel,573,108,649,127
0_image_2250.png,1280,720,parcel,560,68,645,108
0_image_2250.png,1280,720,parcel,568,41,623,61
0_image_22500.png,1280,720,parcel,545,344,777,491
0_image_22500.png,1280,720,parcel,525,154,729,225
0_image_22500.png,1280,720,parcel,568,97,656,152
0_image_22500.png,1280,720,parcel,577,82,643,95
0_image_22500.png,1280,720,parcel,573,39,614,58
0_image_22725.png,1280,720,parcel,456,207,819,457
0_image_22725.png,1280,720,parcel,550,117,700,171
0_image_22725.png,1280,720,parcel,519,56,682,129
0_image_22725.png,1280,720,nonParcel,402,159,465,211
0_image_22725.png,1280,720,nonParcel,931,271,1015,381
0_image_22725.png,1280,720,parcel,574,35,611,54
0_image_22950.png,1280,720,parcel,287,476,670,686
0_image_22950.png,1280,720,parcel,574,254,746,316
0_image_22950.png,1280,720,parcel,572,252,744,314
0_image_22950.png,1280,720,parcel,568,163,681,212
0_image_22950.png,1280,720,parcel,578,138,687,173
0_image_22950.png,1280,720,parcel,541,103,686,149
0_image_22950.png,1280,720,parcel,581,72,627,93
0_image_22950.png,1280,720,parcel,570,43,625,66
0_image_23175.png,1280,720,parcel,51,356,836,720
0_image_23175.png,1280,720,parcel,581,295,764,368
0_image_23175.png,1280,720,parcel,564,256,733,312
0_image_23175.png,1280,720,parcel,531,180,714,264
0_image_23175.png,1280,720,parcel,549,100,670,153
0_image_23175.png,1280,720,parcel,597,156,695,176
0_image_23175.png,1280,720,parcel,595,154,693,174
0_image_23175.png,1280,720,parcel,560,73,646,95
0_image_23175.png,1280,720,parcel,574,48,627,63
0_image_23400.png,1280,720,parcel,596,382,767,445
0_image_23400.png,1280,720,parcel,590,235,706,314
0_image_23400.png,1280,720,parcel,558,195,696,238
0_image_23400.png,1280,720,parcel,563,161,706,206
0_image_23400.png,1280,720,parcel,533,126,701,166
0_image_23400.png,1280,720,parcel,574,94,649,126
0_image_23400.png,1280,720,parcel,584,72,631,88
0_image_23625.png,1280,720,parcel,478,370,809,486
0_image_23625.png,1280,720,parcel,570,298,764,384
0_image_23625.png,1280,720,parcel,524,225,769,294
0_image_23625.png,1280,720,parcel,636,176,759,209
0_image_23625.png,1280,720,parcel,561,144,691,171
0_image_23625.png,1280,720,parcel,567,116,661,147
0_image_23625.png,1280,720,parcel,567,93,637,114
0_image_23625.png,1280,720,parcel,567,63,631,85
0_image_23850.png,1280,720,parcel,318,498,583,690
0_image_23850.png,1280,720,parcel,572,273,754,368
0_image_23850.png,1280,720,parcel,560,179,692,240
0_image_23850.png,1280,720,parcel,551,152,672,182
0_image_23850.png,1280,720,parcel,570,59,649,120
0_image_23850.png,1280,720,nonParcel,397,159,477,222
0_image_23850.png,1280,720,nonParcel,934,258,1006,380
0_image_24075.png,1280,720,parcel,582,163,667,234
0_image_24075.png,1280,720,parcel,517,103,717,179
0_image_24075.png,1280,720,parcel,579,58,624,90
0_image_24075.png,1280,720,parcel,577,32,618,52
0_image_24300.png,1280,720,parcel,569,234,714,303
0_image_24300.png,1280,720,parcel,551,182,649,217
0_image_24300.png,1280,720,parcel,555,104,655,141
0_image_24300.png,1280,720,parcel,561,77,655,108
0_image_24300.png,1280,720,parcel,572,48,623,77
0_image_24525.png,1280,720,parcel,578,395,752,463
0_image_24525.png,1280,720,parcel,582,157,696,245
0_image_24525.png,1280,720,parcel,569,104,654,145
0_image_24525.png,1280,720,parcel,578,85,645,111
0_image_24525.png,1280,720,parcel,577,59,625,82
0_image_24525.png,1280,720,parcel,560,30,634,57
0_image_2475.png,1280,720,parcel,440,522,681,603
0_image_2475.png,1280,720,parcel,520,412,732,497
0_image_2475.png,1280,720,parcel,590,285,740,345
0_image_2475.png,1280,720,parcel,570,248,724,293
0_image_2475.png,1280,720,parcel,541,157,717,208
0_image_2475.png,1280,720,parcel,563,111,650,148
0_image_2475.png,1280,720,parcel,577,75,629,106
0_image_24750.png,1280,720,parcel,543,226,720,308
0_image_24750.png,1280,720,parcel,570,132,647,173
0_image_24750.png,1280,720,parcel,565,94,647,123
0_image_24750.png,1280,720,nonParcel,406,154,468,221
0_image_24750.png,1280,720,nonParcel,933,259,1005,377
0_image_24750.png,1280,720,parcel,581,73,627,90
0_image_24750.png,1280,720,parcel,579,44,629,70
0_image_24975.png,1280,720,parcel,461,102,947,436
0_image_24975.png,1280,720,parcel,574,56,642,102
0_image_24975.png,1280,720,parcel,574,36,617,54
0_image_25200.png,1280,720,parcel,542,76,672,141
0_image_25200.png,1280,720,parcel,575,59,642,82
0_image_25200.png,1280,720,parcel,578,35,613,53
0_image_25425.png,1280,720,parcel,422,489,700,608
0_image_25425.png,1280,720,parcel,582,372,833,440
0_image_25425.png,1280,720,parcel,574,244,743,335
0_image_25425.png,1280,720,parcel,522,188,767,291
0_image_25425.png,1280,720,parcel,569,148,663,185
0_image_25425.png,1280,720,parcel,537,62,684,153
0_image_25650.png,1280,720,parcel,340,475,687,680
0_image_25650.png,1280,720,parcel,442,308,800,508
0_image_25650.png,1280,720,parcel,575,185,684,240
0_image_25650.png,1280,720,parcel,682,148,811,195
0_image_25650.png,1280,720,parcel,578,106,651,134
0_image_25650.png,1280,720,parcel,572,79,632,97
0_image_25650.png,1280,720,parcel,554,29,627,66
0_image_25875.png,1280,720,parcel,469,325,855,476
0_image_25875.png,1280,720,parcel,552,271,740,336
0_image_25875.png,1280,720,parcel,555,244,736,298
0_image_25875.png,1280,720,parcel,575,152,667,202
0_image_25875.png,1280,720,parcel,574,121,664,166
0_image_25875.png,1280,720,parcel,582,79,642,127
0_image_25875.png,1280,720,nonParcel,409,153,469,217
0_image_25875.png,1280,720,nonParcel,929,266,1002,379
0_image_25875.png,1280,720,parcel,579,56,631,73
0_image_26100.png,1280,720,parcel,547,302,758,439
0_image_26100.png,1280,720,parcel,579,250,709,302
0_image_26100.png,1280,720,parcel,590,156,670,197
0_image_26100.png,1280,720,parcel,550,109,673,170
0_image_26100.png,1280,720,parcel,570,76,632,102
0_image_26100.png,1280,720,parcel,570,49,628,70
0_image_26325.png,1280,720,parcel,497,375,770,504
0_image_26325.png,1280,720,parcel,565,162,717,291
0_image_26325.png,1280,720,parcel,568,107,647,144
0_image_26325.png,1280,720,parcel,583,88,650,97
0_image_26325.png,1280,720,parcel,583,61,628,82
0_image_26325.png,1280,720,parcel,563,18,637,58
0_image_26550.png,1280,720,parcel,417,353,849,571
0_image_26550.png,1280,720,parcel,555,241,717,331
0_image_26550.png,1280,720,parcel,523,116,706,170
0_image_26550.png,1280,720,parcel,550,66,673,114
0_image_26550.png,1280,720,parcel,561,50,633,71
0_image_26550.png,1280,720,parcel,560,31,631,53
0_image_26775.png,1280,720,parcel,506,204,800,343
0_image_26775.png,1280,720,parcel,565,150,690,209
0_image_26775.png,1280,720,parcel,560,50,643,67
0_image_26775.png,1280,720,parcel,578,72,632,98
0_image_2700.png,1280,720,parcel,256,208,395,298
0_image_2700.png,1280,720,parcel,361,453,713,653
